event_id,cost,availability,quantity_total,quantity_sold
2890723.0,48.05,5.0,730.0,243
2911997.0,77500.0,7.0,164.0,2
2922827.0,301.41,1.0,15.0,5
2922873.0,31.91,1.0,25.0,8
2923231.0,720.0,12.0,360.0,1
2946267.0,205.85999999999999,3.0,30.0,29
2955975.0,5.0,3.0,514.0,400
2956023.0,40.0,2.0,161.0,63
2956291.0,438.17999999999995,2.0,28.0,9
2988645.0,190.0,3.0,27.0,1
2989019.0,660.0,3.0,60.0,15
3021531.0,1225.0,13.0,130.0,104
3021539.0,,2.0,110.0,69
3054209.0,40.0,1.0,199.0,6
3119883.0,640.0,4.0,800.0,13
3152161.0,15.969999999999999,2.0,36.0,9
3152953.0,4000.0,3.0,55.0,8
3177599.0,188.01,1.0,1000.0,1
3185509.0,65.0,2.0,200.0,5
3218211.0,3.73,1.0,70.0,41
3239767.0,4250.0,4.0,55.0,2
3250505.0,475.05,1.0,18.0,15
3250519.0,125.0,1.0,15.0,11
3250599.0,45.0,3.0,201.0,154
3250633.0,217.0,3.0,1300.0,3
3251199.0,25.0,1.0,100.0,20
3283699.0,70.0,2.0,56.0,35
3284083.0,150.0,2.0,400.0,10
3284091.0,251.13000000000002,9.0,2118.0,552
3300037.0,1200.0,2.0,200.0,0
3316535.0,25.0,1.0,100.0,9
3349213.0,22.76,1.0,500.0,71
3366647.0,80.0,3.0,650.0,0
3382039.0,182.5,2.0,24.0,2
3414259.0,187.35,1.0,25.0,18
3414481.0,8.0,1.0,200.0,25
3414899.0,50.0,1.0,500.0,0
3434021.0,39.82,2.0,280.0,14
3436307.0,15.0,1.0,130.0,80
3436349.0,30.0,5.0,70.0,28
3447005.0,26.36,2.0,27.0,27
3480109.0,17.91,1.0,18.0,3
3480133.0,1788.05,19.0,1805.0,43
3480385.0,20.0,2.0,5000.0,1251
3480491.0,17.91,1.0,30.0,7
3513381.0,215.0,4.0,3130.0,18
3534627.0,40.71,1.0,25.0,13
3545721.0,15.0,1.0,30.0,30
3545751.0,304.0,2.0,17.0,5
3545755.0,17.81,1.0,8.0,8
3578407.0,30.0,1.0,40.0,35
3578625.0,65.0,3.0,28.0,17
3578741.0,92.56,1.0,25.0,7
3610900.0,36.81,1.0,105.0,107
3610922.0,653.7,1.0,2.0,1
3644008.0,55.0,1.0,40.0,12
3644082.0,150.0,3.0,185.0,2
3644156.0,150.0,1.0,15.0,5
3644182.0,30.0,1.0,35.0,9
3676512.0,12.0,2.0,1900.0,951
3676746.0,13.18,1.0,30.0,26
3676978.0,4432.4,2.0,37.0,19
3677266.0,45.0,3.0,820.0,115
3677284.0,430.11,6.0,900.0,6
3709612.0,232.07999999999998,2.0,40.0,1
3714880.0,315.0,3.0,50.0,2
3742406.0,10.0,1.0,50.0,16
3742672.0,259.67,2.0,70.0,17
3742702.0,45.0,1.0,8.0,5
3775146.0,20.0,1.0,376.0,115
3775214.0,459.1,2.0,51.0,25
3775384.0,50.190000000000005,2.0,30.0,12
3775428.0,9037.0,7.0,2503.0,291
3807790.0,19.71,3.0,2500.0,252
3808224.0,625.0,3.0,231.0,0
3808372.0,238.99,2.0,220.0,147
3841044.0,99.44,5.0,1320.0,225
3873442.0,20.9,4.0,117.0,11
3873464.0,10.0,1.0,15.0,14
3873710.0,3.0,1.0,60.0,9
3873754.0,3605.9500000000003,4.0,40.0,2
3873878.0,69.85,1.0,80.0,43
3885536.0,426.55,1.0,200.0,24
3939012.0,10.0,1.0,60.0,14
3971504.0,55.0,2.0,600.0,8
3971874.0,25.0,1.0,500.0,10
3972050.0,1499.0,1.0,50.0,8
3972214.0,27.36,1.0,200.0,9
3972220.0,15.0,1.0,230.0,81
4004378.0,40.489999999999995,3.0,6000.0,587
4004716.0,245.0,1.0,50.0,9
4004914.0,29.0,8.0,332.0,28
4036954.0,250.0,1.0,200.0,0
4037274.0,137.19,2.0,110.0,21
4037734.0,17.91,1.0,60.0,40
4038488.0,785.0,2.0,35.0,0
4102512.0,4.05,1.0,200.0,55
4102668.0,41.67,2.0,60.0,31
4102850.0,89.0,4.0,470.0,74
4103228.0,22.63,1.0,100.0,8
4118154.0,10.0,1.0,30.0,22
4135934.0,10.0,1.0,100.0,2
4135980.0,597.0,4.0,650.0,236
4168688.0,28.18,4.0,950.0,289
4200846.0,18.0,2.0,200.0,10
4201370.0,150.0,1.0,20.0,6
4233476.0,6.0,2.0,120.0,49
4233972.0,2541.2,3.0,44.0,6
4234026.0,186.41,1.0,12.0,1
4266598.0,70.0,2.0,150.0,1
4299194.0,75.0,6.0,10375.0,109
4299806.0,155.45000000000002,10.0,920.0,42
4365100.0,277.2,7.0,750.0,8
4378930.0,22.63,2.0,200.0,201
4398104.0,55.65,1.0,32.0,32
4408508.0,18.92,2.0,124.0,7
4430772.0,87.78999999999999,2.0,400.0,39
4447680.0,17.3,2.0,18.0,7
4452200.0,20.0,1.0,40.0,11
4462904.0,7.52,3.0,300.0,138
4463378.0,16.82,3.0,705.0,498
4495718.0,20.0,1.0,250.0,1
4506606.0,22.63,1.0,26.0,28
4528832.0,8.82,1.0,150.0,52
4542596.0,1331.1,2.0,30.0,6
4561408.0,15.0,1.0,40000.0,81
4561452.0,127.0,5.0,520.0,34
4561556.0,55.75,1.0,5.0,5
4604804.0,13.0,1.0,100.0,8
4627466.0,6.22,2.0,200.0,6
4627522.0,22.63,1.0,250.0,230
4627540.0,35.0,2.0,15.0,9
4681571.0,100.0,4.0,30.0,6
4692497.0,55.0,2.0,200.0,34
4692613.0,30.0,1.0,250.0,52
4692975.0,40.0,8.0,740.0,86
4710631.0,250.0,1.0,500.0,0
4719715.0,13.18,1.0,300.0,10
4725549.0,18.14,1.0,100.0,4
4757819.0,340.0,3.0,200.0,0
4778271.0,365.0,2.0,200.0,0
4798469.0,188.0,1.0,300.0,0
4801601.0,528.0,3.0,62.0,0
4821937.0,27.0,2.0,50.0,4
4824095.0,115.0,2.0,95.0,42
4827375.0,12.190000000000001,2.0,24.0,12
4855755.0,747.57,1.0,5.0,1
4889161.0,8.46,1.0,12.0,2
4889659.0,10.0,1.0,50.0,7
4970884.0,65.0,2.0,100.0,34
4978622.0,55.0,1.0,100.0,2
4987624.0,35.0,3.0,28.0,21
4987650.0,195.0,3.0,300.0,10
5020050.0,300.0,1.0,10.0,2
5020118.0,18.77,3.0,500.0,93
5020130.0,1425.4,2.0,50.0,11
5020230.0,30.0,1.0,221.0,221
5020232.0,35.0,2.0,30.0,5
5052898.0,50.98,1.0,50.0,9
5052992.0,992.55,5.0,140.0,25
5053348.0,6755.0,9.0,314.0,8
5069268.0,84.06,1.0,12.0,5
5085516.0,1190.0,5.0,514.0,195
5085808.0,8.5,1.0,100.0,5
5086222.0,,1.0,100.0,0
5086282.0,177.0,1.0,70.0,11
5086318.0,8.0,1.0,200.0,9
5112922.0,180.0,4.0,133.0,93
5118240.0,35.0,1.0,33.0,34
5118488.0,88.16999999999999,10.0,179.0,85
5118718.0,40.0,1.0,150.0,52
5119088.0,13.18,2.0,80.0,41
5151614.0,444.55,3.0,45.0,4
5151800.0,50.0,1.0,200.0,2
5184242.0,2150.0,4.0,1000.0,57
5184390.0,73.03,4.0,2300.0,202
5233296.0,70.0,3.0,190.0,6
5249330.0,17.91,1.0,2000.0,101
5276722.0,600.3599999999999,6.0,90.0,4
5282776.0,10.0,1.0,150.0,126
5315134.0,137.82,2.0,50.0,24
5315420.0,5.0,1.0,80.0,55
5347608.0,400.0,1.0,50.0,0
5348162.0,40.0,2.0,60.0,7
5380422.0,10.0,2.0,500.0,15
5413770.0,175.0,1.0,12.0,1
5413794.0,70.0,1.0,400.0,0
5426430.0,11545.34,10.0,500.0,28
5438426.0,1446.4,20.0,2340.0,89
5446718.0,85.0,1.0,19.0,0
5478756.0,10.0,1.0,300.0,83
5478878.0,280.7,2.0,12.0,1
5478948.0,30.0,1.0,300.0,46
5479160.0,162.91,1.0,18.0,11
5479252.0,75.0,1.0,300.0,258
5479300.0,2838.4300000000003,10.0,720.0,52
5489818.0,,1.0,250.0,5
5512300.0,87.0,5.0,534.0,369
5512320.0,230.21,1.0,50.0,2
5537714.0,275.8,1.0,100.0,30
5575890.0,27.5,1.0,50.0,12
5577000.0,420.0,2.0,120.0,0
5577472.0,80.0,1.0,4.0,1
5582658.0,35.0,2.0,60.0,5
5607548.0,205.0,2.0,114.0,113
5609960.0,500.0,1.0,10.0,0
5610158.0,7.0,1.0,250.0,13
5610210.0,360.0,3.0,235.0,2
5610252.0,110.0,2.0,80.0,22
5610432.0,60.0,2.0,35.0,33
5620800.0,58.0,3.0,134.0,22
5676282.0,45.0,3.0,675.0,138
5708444.0,12.190000000000001,2.0,1600.0,8
5713618.0,380.0,7.0,3510.0,1
5740766.0,24.29,1.0,100.0,1
5740950.0,90.0,2.0,100.0,30
5773919.0,801.0,5.0,315.0,111
5773999.0,63.82,2.0,20.0,10
5774159.0,23.0,1.0,200.0,75
5806303.0,100.0,2.0,70.0,5
5806603.0,35.0,2.0,100.0,2
5806895.0,45.019999999999996,2.0,120.0,63
5806917.0,126.58,1.0,10.0,1
5806933.0,,1.0,250.0,6
5807231.0,20.0,1.0,50.0,6
5839097.0,60.0,3.0,700.0,2
5839317.0,45.0,3.0,40.0,4
5839655.0,13.18,1.0,200.0,112
5871587.0,22.5,2.0,80.0,9
5871933.0,25.35,5.0,119.0,44
5872441.0,8.41,2.0,110.0,97
5872657.0,91.6,24.0,1573.0,49
5879231.0,370.0,8.0,8000.0,18
5905203.0,510.0,8.0,184.0,4
5905473.0,32.5,3.0,2111.0,49
5921289.0,149.78,2.0,850.0,14
5943015.0,463.0,1.0,30.0,6
5948525.0,140.52,2.0,60.0,51
5959407.0,10.0,1.0,200.0,1
5970291.0,35.0,1.0,60.0,1
5975759.0,22.76,1.0,50.0,50
6011995.0,375.0,1.0,500.0,0
6017805.0,225.0,4.0,1540.0,1502
6036499.0,305.14,2.0,200.0,2
6068761.0,8.0,1.0,200.0,2
6068973.0,93.05,3.0,130.0,4
6101663.0,7466.470000000001,8.0,10390.0,11
6106849.0,20.0,1.0,75.0,11
6128015.0,15.0,1.0,40.0,1
6134261.0,158.5,2.0,80.0,5
6134409.0,1.23,1.0,50.0,1
6134745.0,910.0,9.0,810.0,19
6138911.0,275.0,14.0,7000.0,191
6167599.0,15.0,2.0,50.0,22
6183299.0,10.0,1.0,1000.0,2
6196757.0,930.0,2.0,130.0,0
6199567.0,395.0,9.0,253.0,17
6199759.0,285.0,2.0,24.0,10
6199971.0,66.13,4.0,255.0,30
6200449.0,30.0,2.0,100.0,30
6232355.0,9.0,2.0,20.0,4
6232479.0,1429.9499999999998,38.0,1812.0,1108
6298631.0,72.22999999999999,3.0,225.0,5
6308957.0,31.080000000000002,6.0,138.0,22
6317855.0,20.0,1.0,100.0,31
6380001.0,,1.0,10000.0,1
6390897.0,31.080000000000002,6.0,138.0,29
6396483.0,98.17,14.0,360.0,40
6417173.0,17.91,1.0,50.0,10
6429191.0,6.0,2.0,41.0,26
6429297.0,46.26,1.0,10.0,9
6434397.0,92.56,1.0,8.0,8
6434541.0,92.56,1.0,15.0,15
6443337.0,175.0,1.0,18.0,18
6488081.0,2397.1999999999994,14.0,1535.0,279
6494441.0,70.93,14.0,360.0,13
6494459.0,1306.53,14.0,360.0,28
6494903.0,36.81,1.0,500.0,1
6527607.0,17.91,1.0,35.0,3
6528077.0,15.55,1.0,25.0,10
6532965.0,22.63,1.0,1000.0,39
6548097.0,13.18,1.0,120.0,18
6560871.0,10.35,1.0,50.0,10
6565603.0,361.84,3.0,366.0,1
6587455.0,120.0,1.0,50.0,47
6590207.0,225.0,1.0,8.0,2
6593387.0,25.0,1.0,64.0,38
6593489.0,22.51,2.0,2000.0,79
6609339.0,9.18,7.0,7000.0,713
6625825.0,20.0,1.0,29.0,29
6626027.0,35.0,1.0,25.0,11
6658685.0,20.0,1.0,30.0,8
6658801.0,10.0,1.0,60.0,28
6658993.0,22.63,1.0,300.0,63
6691433.0,60.0,2.0,50.0,36
6723871.0,110.0,3.0,905.0,583
6724679.0,15.0,1.0,20.0,2
6789707.0,15.0,1.0,200.0,2
6789877.0,15.0,1.0,200.0,16
6796871.0,35.0,2.0,1000.0,13
6833325.0,304.0,3.0,45.0,1
6855001.0,72.0,4.0,800.0,4
6855321.0,43.43,1.0,10.0,3
6871439.0,105.75,2.0,80.0,21
6887987.0,30.0,1.0,1.0,1
6898875.0,70.0,1.0,10.0,10
6920347.0,10.0,2.0,70.0,13
6957261.0,165.0,3.0,2200.0,2236
6986289.0,3.11,2.0,100.0,39
6986679.0,140.0,1.0,15.0,1
6997043.0,40.0,1.0,15.0,2
7018927.0,18.15,1.0,100.0,18
7040807.0,20.0,1.0,20.0,24
7068131.0,210.78000000000003,4.0,57.0,22
7084405.0,,1.0,100.0,0
7100831.0,25.0,1.0,100.0,13
7110023.0,582.47,3.0,32.0,20
7144627.0,114.47,1.0,20.0,1
7164685.0,330.0,4.0,1500.0,0
7166397.0,135.0,2.0,10000.0,188
7169647.0,54.72,2.0,200.0,2
7171839.0,8.75,2.0,40.0,3
7182673.0,171.64,4.0,213.0,203
7182879.0,13.18,1.0,71.0,69
7183269.0,1077.1799999999998,2.0,215.0,4
7197315.0,54.72,2.0,90.0,60
7204667.0,850.0,1.0,80.0,0
7210109.0,20.0,2.0,200.0,99
7215389.0,395.04,7.0,940.0,42
7231873.0,4.05,1.0,15.0,4
7231957.0,4.05,1.0,15.0,8
7281687.0,118.0,2.0,18.0,18
7314541.0,54.0,1.0,130.0,113
7334135.0,85.0,4.0,200.0,0
7335711.0,104.0,8.0,400.0,17
7337629.0,25.0,3.0,60.0,13
7347245.0,22.0,2.0,170.0,22
7363007.0,20.0,1.0,250.0,9
7412015.0,140.0,1.0,50.0,11
7412649.0,30.0,4.0,600.0,11
7435041.0,63.169999999999995,3.0,900.0,35
7510325.0,213.60000000000002,5.0,200.0,20
7510477.0,35.08,1.0,24.0,1
7510613.0,30.0,2.0,200.0,31
7543265.0,22.76,1.0,70.0,17
7543511.0,20.0,1.0,20.0,6
7543707.0,245.0,6.0,1400.0,190
7558475.0,98.0,3.0,165.0,29
7570489.0,160.0,1.0,50.0,15
7614261.0,95.0,4.0,304.0,5
7641449.0,69.51,1.0,12.0,4
7681773.0,12.0,1.0,150.0,34
7686789.0,10.0,1.0,100.0,11
7689411.0,25.0,2.0,1000.0,0
7739817.0,100.0,2.0,1200.0,3
7740053.0,10.0,1.0,100.0,4
7750699.0,250.0,1.0,2.0,2
7773081.0,8.0,1.0,150.0,10
7789029.0,32.08,1.0,75.0,1
7837905.0,37.0,1.0,50.0,16
7877297.0,17.81,2.0,32.0,16
7903937.0,90.0,1.0,10.0,0
7930573.0,90.0,7.0,1300.0,171
7952815.0,7.0,1.0,40.0,2
8001813.0,255.0,5.0,400.0,49
8034783.0,10.0,1.0,10.0,22
8100233.0,10.0,1.0,25.0,0
8100531.0,100.0,2.0,160.0,23
8116261.0,8.46,1.0,50.0,3
8133507.0,20.0,1.0,250.0,3
8134615.0,3.73,1.0,6.0,3
8162415.0,50.0,1.0,30.0,0
8183031.0,10.0,1.0,30.0,0
8187617.0,37.91,5.0,55.0,46
8202259.0,15.0,1.0,100.0,3
8227341.0,40.0,1.0,12.0,8
8231609.0,20.0,1.0,30.0,0
8231825.0,286.0,2.0,215.0,16
8262275.0,95.0,2.0,17.0,2
8531727.0,50.0,2.0,3.0,0
301632.0,7.0,1.0,80.0,14
301642.0,7.0,1.0,80.0,39
761011.0,12.200000000000001,2.0,200.0,145
859811.0,140.76,1.0,25.0,19
957959.0,95.0,2.0,7.0,5
1023317.0,340.0,1.0,24.0,3
1044475.0,590.0,8.0,1211.0,17
1089527.0,15.0,1.0,10.0,2
1121749.0,265.0,3.0,1200.0,256
1154385.0,15.0,1.0,200.0,24
1154585.0,61.0,5.0,75.0,16
1187215.0,30.0,1.0,100.0,13
1187791.0,1350.53,6.0,240.0,30
1187813.0,10.0,1.0,30.0,30
1220323.0,180.32999999999998,3.0,60.0,14
1252833.0,30.0,2.0,75.0,5
1253249.0,303.55,6.0,190.0,122
1285581.0,10.0,1.0,50.0,28
1285617.0,10.0,1.0,675.0,1
1318219.0,7.0,1.0,450.0,8
1318509.0,853.1,3.0,23.0,1
1318581.0,1.0,2.0,100.0,5
1383573.0,10.0,1.0,700.0,158
1383601.0,10.0,1.0,1000.0,67
1383613.0,10.0,1.0,200.0,10
1383745.0,10.0,1.0,600.0,88
1384161.0,355.22,2.0,1998.0,28
1392537.0,20.0,1.0,100.0,2
1416749.0,20.0,1.0,100.0,1
1435087.0,17.91,2.0,275.0,35
1449891.0,13811.56,7.0,4090.0,6
1482015.0,90.0,2.0,357.0,7
1482245.0,1093.51,3.0,250.0,2
1515365.0,10.0,1.0,50.0,18
1547785.0,68.28,4.0,176.0,18
1552311.0,15.0,1.0,70.0,35
1580727.0,55.75,1.0,6.0,1
1613469.0,289.88,10.0,5163.0,166
1613673.0,41.94,2.0,25.0,21
1616441.0,7.5,1.0,70.0,0
1645997.0,3.71,2.0,95.0,56
1646219.0,220.0,6.0,415.0,47
1678927.0,96.72,5.0,192.0,11
1705167.0,500.0,2.0,35.0,3
1744071.0,2483.27,4.0,88.0,21
1777441.0,13.19,1.0,99.0,7
1842351.0,145.0,5.0,2200.0,408
1842439.0,22.63,1.0,18.0,3
1842503.0,32.0,3.0,200.0,102
1842891.0,250.0,1.0,1.0,1
1875563.0,30.4,2.0,600.0,90
1890895.0,80.0,4.0,550.0,13
1940857.0,82.99,1.0,30.0,3
1951051.0,50.0,3.0,490.0,53
1974061.0,10.0,1.0,300.0,37
1983797.0,330.52,2.0,400.0,5
2006417.0,100.0,2.0,100.0,1
2006465.0,18.0,1.0,30.0,17
2006737.0,83.52,2.0,100.0,77
2038381.0,13.0,1.0,200.0,1
2039143.0,40.0,1.0,100.0,8
2039683.0,20.0,1.0,600.0,6
2039805.0,,2.0,200.0,88
2043859.0,90.0,3.0,450.0,88
2072031.0,11.93,2.0,220.0,229
2072447.0,267.65,7.0,500.0,14
2072533.0,20.0,1.0,250.0,0
2104847.0,58.0,7.0,53960.0,4184
2104909.0,144.0,7.0,171.0,89
2105119.0,45.0,6.0,800.0,93
2105245.0,132.91,2.0,34.0,6
2114779.0,305.78000000000003,3.0,1500.0,1
2137292.0,6.0,1.0,100.0,19
2137770.0,4.05,1.0,300.0,38
2170486.0,16613.7,8.0,4140.0,3
2170570.0,20083.98,10.0,4200.0,8
2170752.0,13434.42,6.0,2140.0,3
2236054.0,13.26,2.0,150.0,86
2334062.0,43.0,4.0,4400.0,131
2334082.0,60.43,1.0,20.0,9
2334204.0,100.0,3.0,250.0,119
2399998.0,35.0,1.0,30.0,15
2400172.0,30.0,1.0,400.0,239
2400262.0,288.98,4.0,74.0,47
2415168.0,8.46,1.0,40.0,27
2432196.0,,3.0,600.0,210
2432414.0,36.35,1.0,20.0,8
2432994.0,20.0,4.0,400.0,2
2465006.0,25.42,2.0,20.0,14
2465066.0,5.279999999999999,3.0,321.0,3
2465782.0,73.22,2.0,8.0,5
2475768.0,399.0,1.0,30.0,7
2497968.0,40.0,1.0,80.0,80
2498540.0,1064.0,6.0,1800.0,372
2530918.0,25.0,1.0,250.0,43
2530962.0,35.1,2.0,42.0,7
2596696.0,33.83,5.0,400.0,3
2596846.0,102.0,6.0,1167.0,685
2628919.0,8.46,1.0,1000.0,347
2629097.0,214.54,4.0,400.0,42
2629491.0,60.0,2.0,700.0,2
,,,0.0,0
2661539.0,50.71,1.0,50.0,34
2661705.0,50.0,1.0,40.0,10
2695129.0,150.0,1.0,150.0,16
2709519.0,100.0,1.0,1000.0,16
2727105.0,36.81,1.0,40.0,2
2727145.0,32.0,4.0,500.0,24
2727465.0,75.0,2.0,16.0,12
2727701.0,50.0,2.0,100000.0,328
2727731.0,35.0,1.0,10.0,10
2753799.0,6.0,2.0,115.0,2
2760121.0,10.0,1.0,110.0,30
2760571.0,1915.0,4.0,208.0,4
2792831.0,27.36,1.0,100.0,41
2825681.0,29.0,7.0,180.0,80
2826023.0,484.75,1.0,12.0,3
2856839.0,,1.0,200.0,2
2858241.0,8.46,1.0,230.0,52
2858277.0,46.26,1.0,22.0,19
2858563.0,25.67,1.0,30.0,14
2891655.0,22.69,4.0,7500.0,3
2891779.0,13.18,2.0,80.0,30
2923109.0,25.0,2.0,225.0,12
2923993.0,32.84,6.0,6.0,74
2988581.0,250.0,2.0,33.0,33
2989191.0,30.0,1.0,17.0,6
2989461.0,26.37,2.0,95.0,4
2990049.0,36.81,1.0,35.0,4
3022189.0,199.0,5.0,157.0,87
3022491.0,6.57,1.0,200.0,18
3022603.0,25.0,3.0,900.0,18
3022615.0,22.63,1.0,55.0,54
3022741.0,566.67,1.0,20.0,3
3051055.0,1350.0,1.0,9.0,4
3055539.0,,6.0,0.0,1
3055571.0,25.0,1.0,100.0,2
3087625.0,15.0,1.0,80.0,22
3087831.0,80.0,4.0,440.0,29
3087935.0,50.0,1.0,30.0,19
3088105.0,127.99000000000001,5.0,566.0,190
3088305.0,31.91,3.0,160.0,114
3117629.0,36.81,1.0,40.0,36
3120763.0,252.75,15.0,186.0,65
3120835.0,22.63,2.0,1500.0,15
3120943.0,960.05,1.0,42.0,23
3147087.0,2249.9,2.0,50.0,11
3153801.0,78.34,2.0,200.0,46
3186487.0,15.0,1.0,150.0,59
3186601.0,7.0,3.0,300.0,31
3196199.0,8.46,1.0,200.0,118
3251405.0,15.0,1.0,250.0,0
3251451.0,17.91,1.0,100.0,26
3252029.0,,2.0,200.0,15
3327287.0,50.0,2.0,88.0,58
3349839.0,350.0,2.0,40.0,11
3350425.0,10.0,1.0,100.0,11
3387377.0,675.0,3.0,35.0,1
3387383.0,45.0,2.0,100.0,2
3415579.0,32.91,2.0,800.0,245
3441863.0,20.0,1.0,300.0,0
3448141.0,22.85,1.0,30.0,10
3448151.0,22.85,1.0,30.0,12
3481039.0,40.54,2.0,53.0,37
3485575.0,124.66,2.0,60.0,9
3513499.0,,2.0,120.0,2
3546707.0,10.5,1.0,80.0,31
3546709.0,10.0,1.0,100.0,1
3572621.0,45.0,1.0,450.0,12
3579527.0,18.01,1.0,100.0,70
3579597.0,5.0,1.0,400.0,1
3611918.0,10.0,1.0,100.0,31
3612008.0,8.46,1.0,30.0,3
3612448.0,30.0,1.0,45.0,15
3625856.0,40.0,1.0,50.0,20
3645364.0,170.0,3.0,102.0,1
3654464.0,141.51,1.0,350.0,8
3677390.0,100.0,1.0,3.0,1
3678052.0,682.15,3.0,260.0,129
3710112.0,60.0,2.0,28.0,31
3710428.0,10.0,1.0,8.0,5
3742910.0,64.16,2.0,70.0,5
3742946.0,1158.08,3.0,700.0,6
3775938.0,25.0,2.0,500.0,27
3808390.0,116.14,2.0,2000.0,1
3808636.0,897.22,4.0,320.0,9
3808678.0,45.0,1.0,45.0,43
3808796.0,200.0,2.0,200.0,1
3809130.0,40.0,2.0,800.0,1
3809136.0,106.12,2.0,30.0,6
3810490.0,154.45,1.0,3.0,3
3873948.0,111.5,2.0,40.0,1
3874014.0,2478.83,4.0,40.0,6
3884676.0,169.11,2.0,100.0,5
3906884.0,425.0,1.0,50.0,1
3907310.0,25.0,2.0,90.0,9
3907418.0,100.0,2.0,10.0,9
3907530.0,38.0,2.0,210.0,97
3914126.0,275.0,1.0,40.0,0
3914128.0,125.0,1.0,10.0,0
3939478.0,93.02,2.0,400.0,1
3939776.0,7.0,1.0,750.0,9
3939892.0,,1.0,3000.0,57
3939996.0,90.0,3.0,51.0,15
3972348.0,54.709999999999994,2.0,600.0,79
3972418.0,45.96,1.0,130.0,29
3972740.0,86.66,5.0,952.0,141
4009882.0,17.0,2.0,30.0,12
4071244.0,26.520000000000003,2.0,180.0,95
4102782.0,92.0,10.0,6200.0,408
4104192.0,32.0,6.0,168.0,36
4126906.0,6.0,1.0,200.0,8
4169724.0,10.0,1.0,2000.0,1
4201670.0,,1.0,1.0,1
4201706.0,50.0,1.0,14.0,14
4234770.0,59.800000000000004,2.0,77.0,59
4234950.0,70.25999999999999,3.0,68.0,31
4267954.0,50.0,1.0,12.0,4
4288512.0,16904.699999999997,8.0,4140.0,3
4299290.0,150.0,1.0,15.0,0
4299368.0,182.51,5.0,1200.0,76
4333006.0,825.7099999999999,4.0,92.0,2
4333578.0,846.8399999999999,8.0,810.0,18
4366140.0,36.01,1.0,100.0,56
4366226.0,3.76,1.0,20.0,40
4399052.0,13.18,1.0,100.0,6
4431490.0,40670.350000000006,7.0,129.0,18
4463980.0,207.64,3.0,20.0,14
4464160.0,8.46,1.0,100.0,2
4464592.0,5.0,3.0,150.0,18
4497004.0,30.0,3.0,95.0,56
4497118.0,681.8,2.0,200.0,6
4512356.0,186.41,1.0,5.0,4
4529800.0,,1.0,100.0,3
4530060.0,50.0,5.0,365.0,29
4530134.0,54.709999999999994,2.0,40.0,17
4562170.0,90.0,4.0,300.0,52
4562336.0,14.0,2.0,90.0,7
4562384.0,14.0,2.0,104.0,7
4562858.0,36.81,2.0,80.0,38
4627680.0,35.0,2.0,15.0,6
4628008.0,3.73,1.0,40.0,40
4628048.0,54.709999999999994,2.0,500.0,62
4661005.0,15.0,2.0,500.0,285
4661045.0,100.0,2.0,520.0,0
4661109.0,8.0,2.0,100.0,35
4693591.0,20.0,1.0,20.0,1
4693649.0,10.0,2.0,90.0,27
4714791.0,90.0,2.0,45.0,45
4726129.0,5.0,1.0,40.0,8
,,,0.0,0
4748835.0,2140.0,6.0,510.0,0
4758907.0,120.87,2.0,15.0,7
4759213.0,307.18,4.0,46.0,15
4759447.0,12.0,1.0,9.0,5
4797935.0,490.0,1.0,81.0,0
4823673.0,30.0,1.0,24.0,4
4824637.0,3.95,2.0,100.0,12
4839967.0,80.0,2.0,100.0,16
4840027.0,22.51,1.0,30.0,2
4861813.0,13.18,1.0,15.0,2
4862335.0,25.0,1.0,100.0,3
4890145.0,35.0,2.0,30.0,11
4923117.0,488.2,8.0,475.0,48
4932897.0,3.73,1.0,80.0,51
4932937.0,60.0,2.0,200.0,32
4949222.0,79.99,1.0,80.0,0
4955440.0,113.41999999999999,4.0,400.0,22
4955536.0,45.0,2.0,1125.0,2
4955678.0,523.5600000000001,3.0,189.0,49
4955856.0,10.0,1.0,70.0,14
4965640.0,20.0,1.0,60.0,30
4982056.0,300.0,2.0,40.0,0
4988068.0,12.0,1.0,160.0,183
4988390.0,300.0,2.0,40.0,0
4988878.0,29.0,4.0,760.0,360
4993022.0,119.60000000000001,4.0,28.0,57
5003892.0,8.46,1.0,50.0,1
5021130.0,304.0,2.0,20.0,1
5036688.0,743.0,8.0,140.0,1
5042140.0,2038.1399999999999,7.0,210.0,9
5053870.0,50.98,1.0,12.0,12
5070736.0,399.64,2.0,120.0,72
5086814.0,,1.0,100.0,0
5086966.0,1450.0,10.0,292.0,269
5087236.0,,1.0,100.0,0
5087244.0,,1.0,100.0,0
5119454.0,115.0,5.0,165.0,40
5119578.0,125.0,8.0,8750.0,3334
5119700.0,111.42,2.0,450.0,383
5125304.0,190.03000000000003,7.0,280.0,23
5152266.0,155.0,3.0,465.0,403
5152676.0,35.08,1.0,24.0,19
5156812.0,213.0,6.0,6748.0,1317
5185062.0,1150.0,3.0,264.0,4
5185344.0,6.22,2.0,30.0,12
5200438.0,27.36,1.0,500.0,2
5217472.0,55.0,3.0,175.0,24
5217996.0,15.580000000000002,5.0,8500.0,42
5250548.0,25.0,2.0,210.0,103
5250724.0,9.98,4.0,410.0,241
5315830.0,3275.0,5.0,1114.0,59
5316430.0,15.0,1.0,400.0,23
5318186.0,45.0,2.0,120.0,26
5348928.0,40.0,2.0,60.0,6
5369848.0,26.08,6.0,140.0,15
5381308.0,15.0,1.0,40.0,8
