approx_payout_date,country,currency,num_order,num_payouts,payout_type,previous_payouts,sale_duration,sale_duration2,show_map,user_age,venue_address,venue_name,fraud,event_id,cost,availability,quantity_total,quantity_sold
1364869800,US,USD,15,1,ACH,7,22.0,22,1,28,18912 MacArthur Blvd,PoScH Restaurant,False,5705602.0,13.18,1.0,100.0,17
1363894200,US,USD,13,27,ACH,40,10.0,11,1,811,100 - 112th Ave. NE,Sheraton Bellevue,False,5705912.0,35.0,2.0,150.0,14
1387947600,US,USD,8,3,ACH,3,289.0,289,1,0,708 East Blvd,,False,5706044.0,46.26,1.0,12.0,96
1367553600,US,USD,2,0,ACH,1,52.0,52,1,0,72 Court St,Italian Society of Middletown,False,5718696.0,50.0,3.0,175.0,4
1367985600,US,USD,5,1,ACH,18,56.0,56,1,32,451 Cortland Ave,Chloe's Closet,False,5738282.0,22.63,1.0,10.0,5
1368936000,US,USD,7,168,ACH,239,39.0,39,1,1097,609 Greenwich St. Floor 5,"AbelCine, New York",False,5738412.0,1330.0,6.0,120.0,7
1367632800,FR,EUR,18,6,ACH,9,44.0,45,0,274,81-83 Avenue Gallieni,La Fonderie de l'Image,False,5795143.0,149.65,1.0,20.0,19
1370307600,US,USD,5,2,CHECK,41,33.0,33,0,99,33415 Military Rd S,Main Sanctuary,False,5803583.0,66.09,9.0,60.0,10
1366912800,US,USD,24,0,CHECK,1,37.0,39,1,0,,Constitution Park/Northwest Recreation Center,False,5803741.0,30.1,3.0,3000.0,36
1363910400,GB,GBP,12,1,ACH,5,3.0,3,1,4,,Bexleyheath Library,True,5809821.0,11.0,2.0,70.0,0
1364364000,GB,GBP,16,17,ACH,26,8.0,8,1,758,165 Sloane Street,BAKU RESTAURANT,False,5822471.0,1153.92,4.0,110.0,23
1368941400,FR,EUR,71,0,ACH,1,40.0,60,1,1570,4 Square Rapp,,False,5832231.0,33.65,3.0,180.0,121
1367362800,US,USD,6,52,CHECK,252,42.0,42,0,169,,,False,5836967.0,77.08,4.0,80.0,22
1366664400,AU,AUD,18,4,ACH,10,25.0,31,1,208,19 Chetwynd Road,Impact Centre,False,5869649.0,82.62,2.0,150.0,23
1369427400,GB,GBP,2,42,ACH,95,63.0,63,1,1451,7 Broadway Market,FABRICATIONS,False,5869695.0,150.0,4.0,16.0,2
1367377200,US,USD,5,56,ACH,65,39.0,39,1,432,1512 U St NW,Merlots Masterpiece,False,5871519.0,108.0,4.0,96.0,24
1376168400,US,USD,5,101,CHECK,149,139.0,139,1,383,100 W 600 N,North Park Tremonton,False,5902001.0,5.0,2.0,14.0,7
1369180800,US,USD,34,0,CHECK,1,42.0,56,1,1520,1301 Gervais Street,IT-oLogy Theater,False,5935449.0,198.26,6.0,460.0,156
1369972800,CA,CAD,10,0,ACH,1,65.0,65,1,0,2055 Ness,St. James Civic Centre,False,5941351.0,41.25,2.0,220.0,12
1367206200,US,USD,6,0,ACH,1,30.0,30,1,1254,25333 W. 12 Mile  ,Tokyo Buffet- Southfield,False,5967773.0,62.0,3.0,70.0,7
1373612400,US,USD,2,2,CHECK,6,104.0,104,1,29,29 W Southern Ave,Yucca Tap Room,False,5967859.0,4.21,1.0,300.0,10
1367730000,US,USD,2,1,CHECK,4,35.0,35,1,483,214 Sullivan Street,Sullivan Hall,False,5967901.0,10.0,2.0,1000.0,18
1367559000,US,USD,3,3,ACH,4,34.0,34,1,205,6075 Roswell Rd,Taboo 2 Bistro,False,5968063.0,110.0,5.0,2223.0,319
1366794000,US,USD,129,0,CHECK,1,22.0,23,1,0,511 Cotanche St,Still Life Greenville,False,6000459.0,25.0,2.0,199.0,184
1366311600,US,USD,9,1,ACH,9,15.0,16,1,430,495 Turnpike St,High Output Studios,False,6033067.0,735.88,7.0,700.0,22
1368592200,US,USD,47,1,ACH,5,23.0,26,1,151,304 Friendship Drive,,False,6033241.0,20.0,6.0,450.0,63
1368230400,AU,AUD,126,35,ACH,57,28.0,33,1,462,Queen Street,Redacliffe Place,False,6098513.0,25.0,1.0,140.0,140
1369954800,AE,USD,1,0,ACH,0,19.0,23,0,2,,"The Westin, Mina Al Seyahi",False,6099053.0,1745.7,2.0,700.0,1
1369377000,CA,CAD,2,1,ACH,2,40.0,40,1,356,155 James St N,Hamilton Artists Inc.,False,6151909.0,7.0,2.0,400.0,2
1376031600,US,USD,6,0,ACH,1,118.0,118,1,612,2050 E Ventura Blvd,Bella Capri Inn & Suites,False,6164219.0,35.0,1.0,200.0,8
1367643600,,USD,1,0,ACH,1,21.0,21,0,0,1911 Locust,Paragon theatre,False,6164925.0,66.5,2.0,225.0,2
1368754200,CA,CAD,2,0,ACH,2,32.0,32,1,345,4812 Boulevard Saint-Laurent,lupuna.com,False,6196835.0,50.0,1.0,17.0,2
1367337600,US,USD,5,2,ACH,10,16.0,16,1,798,7171 Stadium Drive,"Jansen Valk Thompson & Reahm, PC, CPAs",False,6198851.0,34.83,4.0,90.0,11
1371436200,AU,AUD,57,39,ACH,48,62.0,62,1,793,215 Pacific Hwy,,False,6218499.0,114.72,3.0,360.0,70
1367636400,US,USD,2,3,ACH,4,17.0,17,1,436,95 Prospect Park West,Prospect Park Picnic House,False,6230231.0,5.0,2.0,250.0,40
1375912800,CA,CAD,3,0,ACH,1,61.0,61,1,49,228 Chemin des Outaouais,Esprit White Water Rafting,False,6262661.0,100.0,1.0,100.0,4
1371614400,CA,CAD,1,12,ACH,14,52.0,52,1,798,200 River Ave,Winnipeg Winter Club,False,6271965.0,45.07,3.0,70.0,26
1368658800,US,USD,2,0,CHECK,14,25.0,25,1,33,2012 W 25th St,ADAMHS Board of Cuyahoga County,False,6275719.0,41.76,1.0,35.0,17
1368072000,US,USD,1,164,ACH,285,17.0,17,0,231,,,False,6295431.0,35.0,1.0,50.0,1
1371007800,GB,GBP,4,183,ACH,315,43.0,50,1,1148,7 Richmond Pl,The Richmond Arms,False,6304687.0,25.9,2.0,50.0,25
1380848400,US,USD,21,1,CHECK,2,162.0,162,1,48,3348 Peachtree Rd NE,"Georgia State University, Buckhead Center",False,6311225.0,450.0,3.0,300.0,89
1367389800,GB,GBP,11,0,ACH,0,7.0,7,1,0,,IOCCUPIED OPEN SPACE VENUE,True,6334257.0,25.0,1.0,1000.0,0
1369944000,GB,GBP,1,0,ACH,6,30.0,34,1,15,,TBC,False,6361189.0,85.0,2.0,40.0,1
1367085600,AU,USD,7,23,CHECK,36,1.0,1,1,836,,,False,6363117.0,56.61,2.0,40.0,22
1374015600,US,USD,1,42,ACH,258,66.0,77,1,23,428 Riverside Drive,Clayton Island Tours,False,6428599.0,98.17,14.0,360.0,31
1369162800,CA,CAD,14,17,ACH,19,-6.0,2,1,1134,MacDonald Hall,"Pelling Lab, University of Ottawa",False,6480351.0,250.0,1.0,14.0,14
1368934200,US,USD,1,24,ACH,45,13.0,13,1,795,3526 N Coastal Hwy 17 ,Fleming Baptist Church,False,6494537.0,3.73,1.0,100.0,2
1374861600,US,USD,15,3,CHECK,5,74.0,75,1,397,471 Memorial Drive,New House dorm,False,6495633.0,273.0,3.0,75.0,72
1372539600,US,USD,5,5,CHECK,9,53.0,53,1,115,,,False,6525089.0,15.0,1.0,25.0,9
1369956600,GB,GBP,2,10,ACH,29,20.0,20,1,410,50 Main St,Mike Lester Photography - Studio,False,6557687.0,89.0,1.0,6.0,2
1372737600,US,USD,30,2,ACH,5,52.0,52,1,663,10 Huntington Avenue,Turner Fisheries at The Westin Copley Place,False,6557965.0,25.0,3.0,325.0,61
1369447200,US,USD,12,0,CHECK,1,12.0,12,1,0,1000 Montage Mountain Road,Scranton Celtic Festival at Montage Mountain,False,6576173.0,25.07,3.0,9000.0,23
1368608400,US,USD,1,0,ACH,1,3.0,3,1,0,1192 Folsom St,f8,False,6576185.0,5.62,1.0,50.0,1
1372921200,US,USD,1,0,CHECK,1,1.0,1,1,0,70 West 68th Street,,False,6590389.0,25.0,1.0,30.0,1
1373662800,IE,EUR,20,0,ACH,1,55.0,57,0,413,,Lismore Heritage Centre ,False,6597177.0,115.63999999999996,10.0,450.0,27
1371859200,US,USD,5,13,ACH,14,38.0,38,1,1122,9805 Mason Ave,Kings Combat Sports,False,6623311.0,194.48,4.0,200.0,5
1372460400,,CAD,1,0,ACH,1,44.0,44,0,0,"Millarville, Alberta","Woodland West,",False,6623571.0,550.0,2.0,40.0,1
1371247200,US,USD,7,0,ACH,1,28.0,28,1,90,3220 Ruben M Torres Blvd,,False,6632029.0,60.0,3.0,60.0,7
1373859000,CA,CAD,17,0,ACH,1,31.0,31,1,27,401 Richmond Street West,Musideum,False,6646197.0,15.0,1.0,50.0,32
1372320000,GB,GBP,2,0,ACH,1,13.0,13,1,0,"AVIATION WAY, SOUTHEND-ON-SEA. ",THE AVIATION CENTRE,False,6652755.0,25.0,1.0,15.0,2
1372377600,US,USD,2,4,ACH,6,40.0,40,0,903,137 W 14th St,Hack Manhattan,False,6656085.0,643.36,4.0,60.0,2
1372040100,US,USD,15,0,ACH,6,34.0,34,1,422,44 North Market Street,Isabella's (starting point),False,6688439.0,360.0,4.0,104.0,26
1373054400,US,USD,2,0,ACH,1,21.0,43,1,0,216 W Hampton Ave,Kingdom Life Empowerment Temple,False,6688911.0,65.0,4.0,250.0,2
1376431200,AU,AUD,24,1,ACH,2,72.0,73,1,11,1-25 Harbour Street,Lend Lease Darling Quarter Theatre,False,6716541.0,20.0,1.0,250.0,111
1373110200,US,USD,1,0,ACH,3,45.0,45,1,1,268 W 47TH ST ,COPACABANA,False,6716543.0,800.0,3.0,300.0,1
1373410800,CA,CAD,5,0,ACH,1,36.0,48,0,0,From Walmart at Blairmore: Turn left onto Hwy 7 for 3.8 km,Cote/Dery Farm,False,6721817.0,22.51,1.0,150.0,10
1369530000,US,USD,1,0,ACH,1,2.0,2,1,18,7753 Quivira Road,,False,6734447.0,,1.0,0.0,1
1369535400,US,USD,1,1,CHECK,2,1.0,1,1,31,623 E Main St,Capital Ale House,False,6740039.0,12.19,2.0,40.0,7
1372566600,US,USD,1,3,ACH,11,34.0,34,1,109,2306 West Mulberry Street,Empire Grange,False,6772797.0,62.28,2.0,150.0,1
1372739400,GB,GBP,10,9,ACH,22,28.0,28,1,1405,5 Torrens Street,Hub Islington,False,6778223.0,70.0,2.0,22.0,11
1373083200,US,USD,13,0,ACH,1,30.0,34,1,0,2675 E Colorado Blvd,Toro Sushi Bar,False,6843711.0,45.27,2.0,80.0,17
1376251200,GB,GBP,6,4,ACH,32,36.0,70,1,0,119 Saint Peter's Street,Embark near The Narrow Boat Pub,False,6849163.0,18.33,2.0,18.0,9
1370984400,CA,CAD,1,79,ACH,125,9.0,9,0,791,89 Waldo's Lane,Shanti Retreat Center,False,6850263.0,400.0,1.0,1.0,1
1375256700,US,USD,1,18,CHECK,23,3.0,3,1,1336,,Local School Sites in San Joaquin County (see event details),False,6852527.0,235.0,3.0,90.0,2
1374177600,GB,GBP,48,0,ACH,1,26.0,45,1,566,"Level 7, Bexley Wing, St. James University Hospital","Cookridge Conference Centre, ",False,6864421.0,24.37,4.0,190.0,63
1371772800,CA,CAD,5,1,ACH,2,14.0,14,1,83,70 Fieldrow St,MAC Abraar Elementary School,False,6911367.0,8.41,1.0,1000.0,11
1376969400,AU,AUD,24,0,ACH,1,36.0,73,1,0,201 Napier St,Fitzroy Town Hall,False,6917939.0,16.82,2.0,150.0,51
1375848000,US,USD,3,0,CHECK,1,58.0,58,1,0,1712 Hopkins Crossroad,Sharei Chesed Synagogue,False,6943713.0,27.0,3.0,170.0,6
1372213800,US,USD,7,23,ACH,30,15.0,15,1,1465,801 5th Avenue,Analog Bar,False,6954997.0,20.0,1.0,50.0,7
1378839600,GB,GBP,3,68,ACH,83,87.0,87,1,1287,56 Commercial Road,Imparando Learning Centre,False,7016273.0,282.03,1.0,100.0,4
1375354800,US,USD,340,184,ACH,211,42.0,42,0,1437,1015 Folsom St,,False,7081775.0,30.0,2.0,1000.0,516
1377734400,AU,AUD,76,0,ACH,1,67.0,67,1,0,Liversidge Street,University House,False,7097949.0,445.43,10.0,199.0,152
1379379600,US,USD,1,0,ACH,1,85.0,85,1,319,Grand Horizon Ballroom,Covel Commons on the UCLA Campus,False,7115085.0,679.3299999999998,2.0,600.0,2
1376017200,US,USD,51,10,CHECK,16,20.0,20,1,211,602 S Main St,Purchase your R66IF Passport and let us know you are attending,False,7115399.0,24.52,10.0,48100.0,809
1376629200,GB,GBP,1,0,ACH,1,52.0,52,1,128,,Finsbury Park Cafe,False,7133211.0,,1.0,150.0,1
1374732000,GB,GBP,1,0,ACH,1,29.0,29,1,0,10 Orsman Rd,Waterhouse Restaurant,False,7147571.0,40.0,1.0,20.0,2
1375491600,AU,AUD,43,0,ACH,1,36.0,36,1,0,66 Great North Road,Five Dock RSL,False,7176499.0,63.81999999999999,2.0,300.0,74
1380231900,GB,GBP,21,0,ACH,3,90.0,90,1,86,Barnes Green,Barnes Green Centre,False,7180509.0,10.0,1.0,60.0,43
1376110800,MA,USD,0,0,,0,,40,1,9,,,True,,,,0.0,0
1375477200,ES,EUR,3,5,ACH,9,31.0,31,0,344,,,False,7216867.0,167.7,2.0,40.0,3
1375338600,GB,GBP,26,0,ACH,3,27.0,27,1,0,Market Place,"Minster Suite, Saracens Head Hotel",False,7259411.0,13.45,1.0,85.0,31
1378371600,US,USD,1,2,CHECK,2,61.0,61,1,0,171 Fm 3219,WHISKEY CREEK SALOON,False,7269685.0,10.0,1.0,500.0,0
1378414800,US,USD,82,3,CHECK,5,61.0,61,1,707,103 East Spokane Falls Boulevard,WSU College of Nursing Spokane,False,7278317.0,60.0,1.0,75.0,74
1378180800,US,USD,36,3,CHECK,5,43.0,57,1,315,1133 15th Street Northwest,1776 Campus for Startups,False,7297017.0,83.06,4.0,245.0,158
1377828000,,USD,21,0,CHECK,1,0.0,12,1,103,,"Anywhere, Earth",False,7344185.0,15.0,2.0,27.0,28
1376618400,US,USD,41,4,ACH,5,32.0,32,1,509,316 Old Stage Road,Catskill Animal Sanctuary,False,7377233.0,170.0,2.0,51.0,51
1374555600,US,USD,6,7,ACH,8,7.0,7,1,1729,35 Downing St,Blue Ribbon Bakery Kitchen,False,7388177.0,107.68,1.0,12.0,6
1378843200,US,USD,4,0,CHECK,1,49.0,57,1,0,200 E Amite St,Jackson Marriott,False,7390201.0,90.0,1.0,500.0,6
1374971400,US,USD,9,515,ACH,654,11.0,11,1,798,243 Tresser Boulevard,Stamford Marriott Hotel & Spa,False,7409549.0,27.36,1.0,11.0,9
1380247200,US,USD,103,0,CHECK,1,72.0,72,1,0,,"Honor Heights Park in Muskogee, OK",False,7409717.0,55.0,2.0,1300.0,187
1377748800,US,USD,37,0,ACH,3,43.0,43,1,493,1325 Miracle Strip Parkway Southeast,Four Points Sheraton,False,7409865.0,10.0,2.0,100.0,74
1376010000,US,USD,24,2,CHECK,5,20.0,20,1,479,3387 Cerritos Ave,Seal Beach Winery,False,7442095.0,13.18,1.0,200.0,54
1376452800,US,USD,9,17,ACH,24,24.0,24,1,481,215 Lavaca Street,Con' Olio Oils & Vinegars-2nd Street District,False,7449341.0,18.01,1.0,14.0,14
1377369000,US,USD,35,3,ACH,12,34.0,34,1,37,319 Northeast Wygant Street,Art ala Carte PDX,False,7474919.0,9.0,1.0,12.0,36
1374606000,US,USD,1,2,ACH,4,1.0,1,1,806,,,False,7475459.0,71.25,2.0,1094.0,2
1377636900,US,USD,10,482,CHECK,656,36.0,36,1,1579,204 Passaic Avenue,Jumpnasium,False,7483093.0,9.95,1.0,30.0,29
1376593200,NZ,NZD,1,1,ACH,5,24.0,24,1,0,46B Taharoto Road,STUDIO 46,False,7489997.0,140.0,1.0,16.0,1
1378357200,MA,USD,0,0,,0,40.0,40,1,32,,,True,7490751.0,20.0,1.0,100.0,0
1380927600,CA,CAD,5,1,ACH,2,63.0,63,1,8,,Guelph ON - Location TBA,False,7504577.0,376.05,1.0,30.0,6
1376719200,US,USD,1,7,ACH,55,22.0,22,1,1011,468 19th Street,DUENDE,False,7505861.0,18.46,3.0,110.0,12
1375311600,CA,CAD,1,5,ACH,13,0.0,0,1,494,,,False,7540429.0,375.0,1.0,80.0,1
1381024800,US,USD,2,0,CHECK,3,7.0,7,1,0,1458 Lexington Avenue,Fit 1 Crossfit,False,7543131.0,13.18,1.0,5.0,3
1377572400,US,USD,22,11,CHECK,13,29.0,29,1,1008,133 Harbor Way,Santa Barbara Harbor,False,7559137.0,,8.0,800.0,29
1379262600,US,USD,22,12,ACH,13,25.0,48,1,799,11101 Johns Hopkins Road,Johns Hopkins University Applied Physics Laboratory,False,7573779.0,48.99999999999999,3.0,200.0,37
1375506000,GB,GBP,4,3,ACH,8,2.0,2,0,653,Parliament Square,Pommery Champagne Cafe Bar,False,7597681.0,25.67,1.0,5.0,5
1378767600,MA,USD,0,0,,0,,40,1,37,Marr,,True,7598389.0,20.0,1.0,100.0,0
1377286200,AU,AUD,8,19,ACH,50,23.0,23,1,112,White Cliffs Rd,Whitecliffs Hall,False,7606289.0,287.44,4.0,70.0,18
1377216000,US,USD,16,1,ACH,2,20.0,21,1,633,150 American Legion Hwy,Franklin Park ,False,7612947.0,13.18,2.0,15000.0,20
1380067200,AU,AUD,4,5,ACH,7,49.0,49,1,1129,345 Queen Street,UQ Business School Downtown,False,7670787.0,6605.45,6.0,67.0,7
1378528200,CA,CAD,76,23,ACH,37,0.0,0,1,430,4700 Keele Street,Atkinson Professional Accounting Association,False,7671607.0,15.0,1.0,700.0,75
1378101600,,USD,17,0,ACH,1,27.0,27,1,263,308 Bowery,Duane Park,False,7672055.0,180.0,4.0,250.0,24
1380263400,US,USD,8,7,ACH,8,12.0,50,1,147,1159 Nuuanu Ave,The Arts at Marks Garage,False,7704167.0,40.0,2.0,68.0,11
1379570400,US,USD,9,10,ACH,13,40.0,40,1,805,7902 Moss Landing Road,The Haute Enchilada Café & Galerias ,False,7718789.0,13.18,1.0,50.0,20
1379070000,US,USD,6,9,ACH,25,33.0,33,1,203,30 W 52nd St,K-Lounge,False,7740607.0,10.0,2.0,434.0,311
1377012600,US,USD,1,39,CHECK,52,8.0,8,1,1077,1700 4th St,QB3,False,7750327.0,400.0,1.0,1.0,1
1381399200,AU,AUD,9,0,ACH,1,11.0,11,1,47,41 Wharf Street,Velvet Underground Night Club,False,7759173.0,95.0,2.0,650.0,19
1378422000,US,USD,9,1,ACH,8,0.0,0,1,79,,Husky Stadium E1 Parking Lot,False,7769965.0,75.0,1.0,200.0,12
1380598200,CA,CAD,7,1,ACH,1,47.0,47,1,496,3724 Hastings St,Vital Body,False,7802511.0,10.29,1.0,20.0,7
1380081600,US,USD,115,53,ACH,67,41.0,41,1,1527,700 Alabama St,DesignMap,False,7803049.0,20.0,2.0,140.0,123
1379993400,US,USD,7,3,CHECK,8,40.0,40,1,310,211 Lincoln St,Ralph's Wines & Spirits,False,7803153.0,40.0,1.0,14.0,11
1378681200,AU,AUD,1,0,ACH,6,22.0,22,1,11,119 Lamington Street,Brisbane Powerhouse - Park Mezzanine,False,7835611.0,3104.4700000000007,6.0,120.0,16
1378940400,AU,AUD,8,0,ACH,6,25.0,25,1,11,42 Maddox St,SUNSTUDIOS,False,7835877.0,3433.570000000001,6.0,120.0,17
1379113200,GB,GBP,19,2,ACH,9,24.0,26,1,392,103 Church Street,Brighton Dome - Foyer Bar,False,7848037.0,75.0,4.0,20.0,20
1379019600,US,USD,18,2,CHECK,3,24.0,24,1,260,474 Piercy Road,Rohi Christian Church,False,7868093.0,5.0,1.0,50.0,56
1379905200,US,USD,1,0,CHECK,2,34.0,34,1,20,41 Tunnel Rd,The Claremont Hotel Club & Spa,False,7868103.0,54.76,1.0,60.0,10
1381206600,US,USD,22,0,CHECK,1,42.0,49,1,0,601 Van Ness Avenue,Opera Plaza Cinema,False,7868367.0,10.0,1.0,125.0,37
1379473200,US,USD,15,1,ACH,3,27.0,27,1,0,,,False,7892271.0,20.0,1.0,32.0,15
1378175400,CA,CAD,14,24,ACH,31,9.0,9,1,291,1476 Crescent St,Newtown,False,7934185.0,52.0,3.0,65.0,21
1378026000,GB,GBP,15,6,ACH,7,4.0,4,1,541,337 Kensal Road,The Playhouse,False,7974175.0,40.0,4.0,101.0,24
1378371600,,USD,2,0,ACH,1,6.0,6,1,0,,,False,7999521.0,40.0,2.0,2.0,2
1380945600,US,USD,1,0,ACH,1,34.0,34,1,2,2000 Brush Street,Ford Field ,False,7999645.0,100.0,1.0,100.0,2
1380059100,GB,GBP,13,228,ACH,258,22.0,22,1,299,Swains Lane,,False,8045247.0,22.12,4.0,93.0,30
1378402200,US,USD,1,0,ACH,4,2.0,2,1,939,,,False,8064677.0,273.06,1.0,1.0,1
1380774600,US,USD,9,29,ACH,44,18.0,25,1,495,8 W Broad St,Coalition Theater,False,8116229.0,8.46,1.0,50.0,22
1380342600,US,USD,1,0,ACH,1,18.0,18,1,0,3061 Bainbridge Avenue,The Banquet Hall,False,8153055.0,35.81,2.0,200.0,1
1379181600,US,USD,10,0,CHECK,1,1.0,1,1,0,1 West Grand Avenue,Rock Bottom Brewery,False,8168829.0,105.0,6.0,300.0,10
1379026800,US,USD,2,0,CHECK,0,1.0,1,1,0,10911 Westheimer Rd,Petco,True,8196271.0,85.0,3.0,60.0,0
1379271600,MA,USD,2,0,ACH,0,1.0,1,1,0,,,True,8228565.0,10.0,1.0,20.0,0
1379530800,US,USD,1,6,ACH,12,4.0,4,1,257,4428 Fenton Road,Flint Area Association of REALTORS,False,8228571.0,17.91,2.0,200.0,8
1379358000,MA,USD,4,0,ACH,0,2.0,2,1,0,,,True,8228725.0,10.0,1.0,40.0,0
1379394000,US,USD,3,0,,0,0.0,0,1,7,,,True,8252761.0,40.0,1.0,20.0,0
1380517200,,GBP,1,0,,0,6.0,6,1,6,5 Center Boulevard,Bella Center Copenhagen,True,8361983.0,125.0,1.0,500.0,0
1380837600,US,USD,1,0,ACH,1,10.0,10,1,0,3033 Bear Creek Drive,Harris County Texas A&M Agrilife Extension Office,False,8364903.0,50.98,1.0,100.0,8
1380769200,US,USD,10,0,ACH,0,1.0,1,1,24,Washington Street,Food & Drink,True,8491249.0,30.0,1.0,20.0,0
1259816400,US,USD,0,0,,0,25.0,29,0,0,130 S Cameron Street,Gemini Ent Center,True,475867.0,35.0,2.0,320.0,0
1319756400,CA,CAD,36,0,ACH,3,180.0,193,1,687,1800 Argyle St,World Trade Convention Centre,False,725942.0,91.03,4.0,407.0,94
1299308400,US,USD,22,0,CHECK,2,66.0,66,0,197,4156 Lavista Road,Double Tree Inn,False,758895.0,480.0,5.0,158.0,22
1297891800,US,USD,33,5,ACH,14,187.0,187,1,339,Gerald D. Hines College of Architecture,University of Houston,False,791246.0,1045.0,11.0,92.0,92
1331092800,US,USD,51,10,CHECK,26,181.0,181,1,415,414 Walnut Street,Mercantile Library of Cincinnati,False,824443.0,4.68,2.0,193.0,104
1298721600,US,USD,31,0,ACH,1,70.0,70,1,0,"2135 QUEENS CHAPEL RD., N.E.",DC STAR,False,1118677.0,20.0,1.0,500.0,63
1363064400,US,USD,60,0,CHECK,1,57.0,57,1,1365,2121 Harrison Street,Cathedral of Christ the Light ,False,1118941.0,60.0,4.0,1400.0,118
1295604000,US,USD,114,9,CHECK,43,18.0,18,0,236,155 Fell Street,,False,1152271.0,60.0,6.0,1201.0,200
1294644600,US,USD,2,5,ACH,6,0.0,0,0,613,,,False,1169581.0,46.26,1.0,100.0,17
1305072000,US,USD,786,0,ACH,3,86.0,99,0,8,500 Salisbury Street,Raleigh Convention Center,False,1213205.0,435.0,16.0,2139.0,1992
1305075600,US,USD,297,5,CHECK,8,92.0,106,1,316,326 Glavez Street,Stanford Arrillaga Alumni Center,False,1217235.0,3313.74,4.0,531.0,305
1297312200,US,USD,53,2,CHECK,25,16.0,17,1,386,245 Front St,Harrington's,False,1217773.0,31.270000000000003,4.0,1300.0,67
1305745200,US,USD,7,3,CHECK,14,95.0,106,1,71,,,False,1249921.0,90.0,2.0,300.0,44
1300242600,CA,CAD,63,0,ACH,1,38.0,42,0,0,"Ledcor Theatre, Art Gallery of Alberta",Mindshift,False,1249939.0,45.0,1.0,120.0,110
1304708400,CA,CAD,38,0,ACH,6,94.0,94,0,0,Crescent Beach,Blackie Spit Park,False,1250483.0,31.09,3.0,1199.0,60
1298867400,US,USD,12,4,CHECK,16,26.0,26,1,307,12400 Foothill Blvd ,Carino's Italian Restaurant,False,1250579.0,10.35,1.0,100.0,13
1308247200,US,USD,80,0,ACH,4,130.0,130,1,0,201 LaPorte Ave,,False,1267791.0,43.0,4.0,2130.0,123
1301727600,US,USD,4,0,CHECK,3,32.0,51,1,0,2700 Nw 167 street,Palm Gardens Banquet Hall,False,1282779.0,40.0,2.0,500.0,7
1301243400,US,USD,4,38,ACH,123,34.0,46,1,487,2098 W. El Camino Real,Country Gourmet Restaurant ,False,1282785.0,10.0,2.0,75.0,22
1297850400,US,USD,10,1,ACH,2,6.0,6,1,25,1055 5th avenue,House of Blues San Diego,True,1283031.0,15.0,1.0,20.0,13
1304146500,US,USD,52,192,ACH,243,73.0,73,1,370,"Before the show, book a table next door at the award-winning Hibiscus Restaurant - hibiscusoakland.com - and use this ticket for $5.00 off.",The New Parish,False,1306087.0,14.0,1.0,420.0,87
1335308400,CA,CAD,58,0,ACH,2,72.0,139,1,290,612 Spadina Crescent East ,Sheraton Cavalier ,False,1315871.0,209.52,2.0,350.0,81
1303542000,US,USD,9,0,ACH,1,50.0,62,1,0,2315 North Federal Highway,Muvico 18,False,1316137.0,119.88,3.0,600.0,9
1308870000,US,USD,12,4,ACH,13,0.0,0,1,369,3501 North Phinney Ave,"Red, White and Dead Zombie Walk",False,1317035.0,20.0,1.0,1000.0,12
1301892300,US,USD,22,26,ACH,71,35.0,35,0,732,,,False,1348085.0,53.0,2.0,46.0,44
1302668100,CA,CAD,1,0,ACH,2,38.0,44,1,0,181 Roundhouse Mews,Roundhouse Community Arts & Recreation Centre,False,1348707.0,50.0,1.0,25.0,1
1330666200,US,USD,272,1,CHECK,3,80.0,368,0,146,4141 International Parkway,Bent Tree Bible Fellowship Church,False,1348785.0,146.04999999999995,10.0,3150.0,850
1299628800,US,USD,3,1,ACH,1,2.0,2,0,76,,,True,1372665.0,,1.0,15.0,3
1305156600,US,USD,27,0,CHECK,1,60.0,63,1,2,2801 Southeast Maricamp Road,First Baptist Church of Ocala,False,1381465.0,149.97,3.0,450.0,63
1303671600,CA,CAD,64,1,ACH,66,42.0,42,1,313,1900 Heritage Drive SW,Gasoline Allery - Heritage Park Historical Village,False,1381515.0,50.0,1.0,100.0,87
1300550400,US,USD,2,0,CHECK,12,4.0,5,1,1014,,TBD,False,1413661.0,331.97,4.0,800.0,3
1302339600,US,USD,41,4,ACH,5,12.0,12,1,184,2135 QUEENS CHAPEL ROAD NE,DC STAR,False,1469953.0,60.0,2.0,1200.0,60
1305914400,US,USD,12,1,ACH,13,43.0,51,1,121,5700 28th street se,Crowne Plaza Hotel,False,1479385.0,183.29,1.0,100.0,12
1304821800,US,USD,2,206,ACH,1666,39.0,39,1,913,Manatee Ave W and Palma Sola Blvd,,False,1479665.0,537.9,6.0,21.0,4
1303088400,A1,USD,8,0,ACH,0,3.0,3,1,0,93 S. Main Street,,True,1544681.0,80.27,1.0,25.0,0
1307779200,US,USD,37,7,ACH,10,37.0,40,0,95,6401 Sheridan Street,Extreme Rage Paintball Park,False,1610645.0,81.5,2.0,200.0,59
1307833200,GB,GBP,1,0,ACH,24,30.0,30,1,1825,19 – 21 Great Marlborough Street,The Courthouse Hotel and Cinema,True,1617215.0,11.0,1.0,94.0,2
1340082000,GB,GBP,46,1,ACH,3,93.0,406,1,309,Station Plaza,Sussex Coast College Hastings,False,1643253.0,26.25,3.0,314.0,127
